EmployeeID,EmployeeName,Employee_ID,Name,Department,Monthly_Salary,Income_Tax,PF_Contribution,Insurance_Deduction,Other_Deductions,Net_Salary,Rent_Expense,Grocery_Expense,EMI_or_Loan_Payment,Entertainment_Expense,Other_Expenses,Savings_Amount,Investments,Total_Expenditure,Profit,Class
EMP12500,Rahul Kulkarni,27,Employee_27,HR,50673,2953,6072,1999,1155,39059,19010,4471,1015,5809,1259,9996,7725,31330,-10448,Low
EMP12501,Manish Malhotra,32,Employee_32,Sales,68088,9824,8143,1193,1643,47957,9265,3924,14651,1810,4041,7261,5505,33653,1311,Low
EMP12502,Aarav Kulkarni,22,Employee_21,HR,82364,5889,9907,1181,4007,62792,10782,6400,6526,4778,4560,4039,12211,33458,12982,High
EMP12503,Diya Kulkarni,9,Employee_8,Sales,52022,4877,6203,1527,2324,35945,16334,5744,13703,1491,1873,2953,14033,38914,-19395,Low
EMP12504,Arjun Pandey,38,Employee_38,Finance,73085,9386,8734,1847,2539,50796,9145,4269,12959,6669,1488,14709,1619,35231,-231,Low
EMP12505,Myra Arora,8,Employee_8,Sales,51852,5034,6190,1522,2283,35495,16267,5634,13931,1461,1996,2986,14213,38906,-19552,Low
EMP12506,Rohit Joshi,50,Employee_50,Marketing,91468,4934,10858,1498,1523,72283,12647,4150,13061,4778,3763,19528,10330,38077,5309,Medium
EMP12507,Pooja Saxena,3,Employee_3,Sales,85540,6096,10278,2201,2798,63491,18270,2962,12578,2379,3853,15886,6562,39783,1629,Low
EMP12508,Sara Khan,44,Employee_44,Sales,115830,15758,14000,2475,2991,81914,13305,5617,10999,4348,2351,15335,12476,36465,17238,High
EMP12509,Deepak Thakur,4,Employee_3,Sales,86304,6295,10227,2201,2746,63454,18347,2974,12325,2380,3912,15697,6355,39947,970,Low
EMP12510,Sara Sharma,22,Employee_22,Tech,38559,3405,4687,1732,1445,27316,9012,4527,3093,5417,2840,6551,7785,24968,-13631,Low
EMP12511,Ananya Kapoor,6,Employee_6,Sales,38336,2112,4617,1452,2909,27918,6478,4892,14212,1820,2557,10938,8325,30099,-21093,Low
EMP12512,Aditya Khan,2,Employee_2,Marketing,85870,4551,10309,1186,2295,65643,9007,7140,10017,1184,3356,8226,12648,30194,16138,High
EMP12513,Vihaan Mehta,23,Employee_23,HR,65774,6300,8001,2813,1092,48337,12227,7483,1739,1429,3659,19756,14792,26316,-12644,Low
EMP12514,Nikhil Iyer,44,Employee_44,Sales,117803,15720,14081,2516,2948,80767,13386,5585,11124,4403,2356,15102,12311,36514,17105,High
EMP12515,Krishna Iyer,2,Employee_2,Marketing,86025,4664,10119,1196,2266,67293,8861,7080,9908,1247,3321,8610,12764,30473,14866,High
EMP12516,Vivaan Jain,38,Employee_38,Finance,73831,9521,8850,1844,2546,50790,9719,4300,12907,6668,1424,14506,1558,34900,-549,Low
EMP12517,Priya Reddy,17,Employee_17,Tech,46054,5317,5571,2924,1878,30136,9415,7306,14336,5993,2732,9113,9981,39887,-28551,Low
EMP12518,Diya Rana,34,Employee_35,Tech,46080,2423,5263,2806,1652,33481,14104,3236,13692,3985,3382,6840,8036,37993,-20072,Low
EMP12519,Karan Gupta,35,Employee_34,HR,67197,3475,7912,1672,1572,51181,15344,5217,2617,4549,3243,15991,10217,31045,-5581,Low
EMP12520,Rohit Agarwal,23,Employee_23,HR,66862,6432,7955,2793,1131,48531,12117,7395,1619,1384,3727,19848,14519,26646,-12392,Low
EMP12521,Aarav Nair,31,Employee_30,HR,38695,2015,4720,2266,1277,29370,6041,7402,3668,5185,2074,6307,6648,24219,-8308,Low
EMP12522,Kavya Verma,7,Employee_8,Sales,52560,4813,6040,1526,2350,36375,16267,5599,13769,1482,1957,3084,14286,39184,-20840,Low
EMP12523,Rohit Rana,22,Employee_22,Tech,38360,3260,4581,1709,1457,27416,9128,4523,3290,5388,2798,6668,8015,24905,-12186,Low
EMP12524,Nikhil Sethi,44,Employee_44,Sales,117256,15822,14116,2474,2925,82165,13191,5628,11063,4365,2358,15091,12331,36246,16750,High
EMP12525,Nikhil Patel,36,Employee_36,Marketing,36229,2857,4239,2831,853,24733,19715,5947,3338,6634,2050,5071,6631,37787,-24948,Low
EMP12526,Ananya Chaudhary,5,Employee_5,Tech,35244,4674,4395,2103,1531,23650,10797,3680,9349,3441,4412,13925,10340,31504,-33465,Low
EMP12527,Manish Kapoor,14,Employee_13,Tech,64097,8511,7879,1728,1405,45534,10020,6547,2556,4725,1029,10745,8923,24632,983,Low
EMP12528,Diya Verma,29,Employee_29,Sales,56927,6662,6745,1633,2414,38746,9397,6294,2165,6518,3640,11886,8406,27877,-8601,Low
EMP12529,Neha Yadav,30,Employee_31,Marketing,61804,5473,7439,1337,4084,42956,18624,7483,11289,3516,3525,19284,1347,44512,-21834,Low
EMP12530,Rohit Chaudhary,48,Employee_47,HR,116312,6727,14004,2053,3287,90057,6465,4963,11012,3571,1939,8577,3300,28222,50220,High
EMP12531,Reyansh Joshi,16,Employee_16,Tech,59898,3434,7369,2785,1232,47061,6456,6966,13632,1493,4144,19335,13419,32370,-18201,Low
EMP12532,Nikhil Rana,42,Employee_42,Marketing,85929,9729,10455,2053,1438,63200,11426,7744,3114,3059,1190,16314,1008,26218,19944,High
EMP12533,Diya Singh,30,Employee_30,HR,40642,1917,4696,2292,1347,28647,6234,7461,3257,5201,2108,6365,6825,24442,-7616,Low
EMP12534,Nikhil Kulkarni,17,Employee_16,Tech,61305,3466,7334,2819,1153,46402,6427,6969,13311,1500,4119,19256,13451,32828,-18840,Low
EMP12535,Anika Thakur,12,Employee_12,Marketing,80814,7211,9731,1961,4810,56617,9027,7535,14129,1120,3818,5386,12376,35745,3980,Medium
EMP12536,Karan Chaudhary,17,Employee_17,Tech,47485,5226,5649,2936,1840,31869,9404,7217,14337,5979,2769,8895,9790,39875,-28530,Low
EMP12537,Myra Kulkarni,16,Employee_16,Tech,61531,3442,7340,2788,1126,46420,6264,7003,13401,1528,4104,19443,13490,32528,-18652,Low
EMP12538,Ananya Arora,12,Employee_12,Marketing,81755,7007,9620,1972,4823,57304,9225,7538,14074,1050,3760,5578,12235,36279,3177,Medium
EMP12539,Rohit Kapoor,8,Employee_8,Sales,51406,4707,6176,1571,2322,36979,16324,5640,14054,1457,1931,3080,14278,39259,-20039,Low
EMP12540,Aditya Bansal,20,Employee_20,Finance,74255,4323,8733,1517,2804,55029,16019,7040,3648,5488,1448,17580,4797,33188,-686,Low
EMP12541,Aadhya Arora,3,Employee_3,Sales,86305,5888,10194,2211,2788,64137,18188,3084,12458,2333,3888,16011,6704,39807,631,Low
EMP12542,Pooja Yadav,16,Employee_16,Tech,62352,3473,7337,2802,1104,47355,6262,7032,13438,1532,4114,19554,13424,32446,-18479,Low
EMP12543,Deepak Thakur,31,Employee_30,HR,39265,2000,4787,2281,1337,28991,6111,7404,3276,5193,2086,6560,6828,24339,-8354,Low
EMP12544,Amit Malhotra,45,Employee_45,HR,103040,6514,12255,1865,3596,78038,16012,4453,10351,5650,2200,15483,10076,38477,15128,High
EMP12545,Ishaan Chopra,23,Employee_23,HR,67548,6419,7906,2780,1108,47212,12261,7446,1525,1394,3647,19650,14821,26210,-11907,Low
EMP12546,Neha Sharma,28,Employee_28,Sales,105404,7774,12547,2237,867,80890,15304,3661,6811,6398,3439,19141,6115,35644,20783,High
EMP12547,Deepak Kulkarni,40,Employee_40,Marketing,83209,6883,9813,2764,1020,61907,17649,5340,5845,6222,3063,15382,12227,37719,-2865,Low
EMP12548,Sanjay Verma,5,Employee_5,Tech,36715,4391,4356,2114,1467,23652,11347,3609,8822,3335,4418,13945,10496,31402,-32107,Low
EMP12549,Sanjay Patel,20,Employee_20,Finance,73452,4146,8796,1473,2766,56595,16004,6949,3469,5442,1559,17330,4873,33514,1031,Low
EMP12550,Sneha Agarwal,40,Employee_40,Marketing,81897,6768,10058,2750,1028,62376,17667,5291,5977,6354,3060,15294,12297,38116,-3973,Low
EMP12551,Shaurya Gupta,45,Employee_44,Sales,117136,15828,13892,2468,2985,82323,13380,5552,10778,4296,2313,15122,12265,36299,17464,High
EMP12552,Diya Reddy,1,Employee_1,Marketing,112761,6868,13604,2535,2775,87287,9126,4842,2216,1805,3780,19831,2449,22070,44327,High
EMP12553,Arjun Nair,29,Employee_30,HR,39494,2051,4776,2258,1346,28916,6214,7380,3526,5169,2091,6411,6750,24091,-7317,Low
EMP12554,Neha Sharma,21,Employee_21,HR,83197,5951,9936,1174,4008,62851,10898,6470,6733,4869,4575,3808,12057,33436,13485,High
EMP12555,Rohit Das,20,Employee_20,Finance,73042,4239,8682,1469,2822,55222,16040,6957,3523,5473,1515,17634,4863,33517,599,Low
EMP12556,Pooja Chaudhary,6,Employee_6,Sales,40063,2034,4847,1445,2857,28377,6365,4891,14145,1868,2546,11001,8408,29661,-21372,Low
EMP12557,Ananya Chaudhary,22,Employee_22,Tech,36669,3414,4626,1693,1358,27006,9020,4468,2953,5310,2816,6851,8022,24830,-12779,Low
EMP12558,Vihaan Trivedi,19,Employee_18,Sales,71575,6231,8629,2377,3565,50288,12147,7190,7459,2031,2057,9239,2012,31124,7365,Medium
EMP12559,Aditya Sethi,8,Employee_8,Sales,50273,4820,6257,1544,2279,36558,16094,5620,13717,1467,1963,3060,14121,38655,-20076,Low
EMP12560,Rahul Chopra,39,Employee_39,Tech,58450,4127,7008,2898,4220,41243,10977,5522,13685,2862,1919,2902,11754,34052,-7649,Low
EMP12561,Myra Kapoor,32,Employee_32,Sales,70340,9926,8403,1221,1607,48770,9313,3988,14270,1880,4008,6889,5356,33840,2053,Low
EMP12562,Aditya Nair,33,Employee_33,Finance,108101,7745,13105,1732,2121,84883,16318,5147,8417,5041,2016,3800,2538,36808,40146,High
EMP12563,Manish Trivedi,15,Employee_16,Tech,60968,3363,7274,2800,1131,46699,6670,6912,13526,1612,4105,19497,13587,32150,-18626,Low
EMP12564,Karan Trivedi,12,Employee_12,Marketing,81084,7149,9632,1936,4863,57590,8968,7472,14014,995,3753,5662,12272,35585,3353,Medium
EMP12565,Anika Singh,38,Employee_38,Finance,73248,9532,8820,1877,2536,50811,9264,4268,12843,6780,1423,14764,1681,34964,-317,Low
EMP12566,Karan Chopra,35,Employee_34,HR,66558,3503,8005,1675,1571,51229,15299,5161,2992,4627,3301,16006,10052,30944,-6682,Low
EMP12567,Sanjay Chopra,14,Employee_14,Tech,95142,13747,11583,2769,2899,65957,18856,7159,9865,2560,1587,14290,13524,40321,-2560,Low
EMP12568,Riya Malhotra,37,Employee_36,Marketing,35336,2928,4157,2849,807,24230,19777,5864,3325,6571,1995,5636,6616,37665,-25504,Low
EMP12569,Krishna Agarwal,34,Employee_33,Finance,108466,7589,13101,1679,2140,83155,16139,5119,8345,5024,2029,3503,2761,36523,41691,High
EMP12570,Aadhya Reddy,24,Employee_23,HR,64785,6504,7927,2801,1166,48507,12316,7527,1604,1352,3698,19366,14640,26585,-11492,Low
EMP12571,Vivaan Pandey,50,Employee_50,Marketing,91185,4912,11027,1499,1519,70593,12418,4010,13142,4837,3753,19200,10032,38426,4934,Medium
EMP12572,Myra Mehta,45,Employee_45,HR,101738,6466,12421,1826,3643,78324,16210,4349,10070,5712,2229,15548,10122,38806,15790,High
EMP12573,Ishaan Khan,1,Employee_2,Marketing,85782,4477,10241,1260,2299,66719,8937,7203,9976,1302,3344,8437,12695,30207,14741,High
EMP12574,Aadhya Yadav,41,Employee_41,Sales,73487,10641,8677,1251,2610,50185,7829,7730,4267,1384,1416,16108,6555,22957,4200,Medium
EMP12575,Sneha Mehta,21,Employee_21,HR,83991,5909,10089,1161,4010,63027,10669,6482,6720,4788,4564,3972,11876,33456,13380,High
EMP12576,Manish Iyer,2,Employee_2,Marketing,85557,4584,10321,1186,2254,66109,8717,7183,10063,1290,3234,8696,12932,30289,15446,High
EMP12577,Sneha Thakur,27,Employee_27,HR,51784,2814,5918,2022,1109,37621,19202,4552,1257,5933,1266,9836,7490,31885,-10301,Low
EMP12578,Krishna Arora,9,Employee_9,Tech,83875,6356,9869,1439,3082,61619,8469,7060,6495,6355,2865,6971,5611,31401,17833,High
EMP12579,Vihaan Chopra,1,Employee_1,Marketing,113842,6887,13714,2510,2744,88377,9075,4807,2340,1782,3800,19814,2347,22068,45444,High
EMP12580,Karan Thakur,11,Employee_11,HR,97016,9631,11608,2533,869,72681,18962,3865,2492,6059,1594,15744,10642,33282,12266,High
EMP12581,Shaurya Chaudhary,2,Employee_3,Sales,83822,6116,10062,2217,2747,64326,18283,2998,12171,2346,3892,15892,6720,39817,1696,Low
EMP12582,Neha Pandey,23,Employee_23,HR,65778,6456,7912,2782,1157,48394,12648,7504,1450,1409,3681,19792,14566,26462,-12384,Low
EMP12583,Diya Kapoor,26,Employee_26,Marketing,68009,4729,8287,1125,4970,50024,6061,5575,1235,1375,3410,17277,9283,17241,6033,Medium
EMP12584,Myra Sharma,4,Employee_4,Sales,49154,3709,6095,2551,3318,34487,6611,3814,6321,1757,2537,13145,10853,21164,-10423,Low
EMP12585,Rohit Pillai,19,Employee_18,Sales,70812,6287,8361,2361,3575,50417,12317,7279,7475,2071,2037,9243,1994,30751,8238,Medium
EMP12586,Riya Chopra,6,Employee_6,Sales,39148,2035,4779,1469,2856,28214,6141,4909,14186,1802,2568,11139,8472,29810,-21401,Low
EMP12587,Riya Gupta,35,Employee_35,Tech,44465,2588,5319,2813,1714,31434,13769,3325,13949,4187,3446,7002,8016,38136,-21576,Low
EMP12588,Priya Mishra,21,Employee_22,Tech,37922,3457,4461,1703,1392,26622,9077,4516,2950,5367,2851,6689,7841,25090,-13420,Low
EMP12589,Shaurya Saxena,43,Employee_43,Sales,101343,11918,12132,2927,2102,71979,10931,6541,1189,6378,4880,12698,11093,29789,17679,High
EMP12590,Vivaan Agarwal,15,Employee_15,Sales,100236,14628,12078,2904,4786,65788,5142,7877,5420,4920,1083,5728,6934,24157,28157,High
EMP12591,Aarav Pandey,21,Employee_22,Tech,37935,3180,4464,1709,1451,26996,8935,4596,3070,5446,2868,6670,8129,25203,-12330,Low
EMP12592,Diya Agarwal,37,Employee_37,Tech,82732,12369,9916,2513,1759,56568,9022,4375,12836,2515,4663,15564,1647,33463,5640,Medium
EMP12593,Aarav Reddy,42,Employee_42,Marketing,87457,9787,10571,2026,1437,62546,11023,7718,3209,3131,1190,16004,886,26225,20202,High
EMP12594,Vihaan Singh,12,Employee_12,Marketing,80186,6896,9819,1969,4853,55709,9183,7518,13969,1101,3794,5510,12002,35415,3199,Medium
EMP12595,Manish Thakur,47,Employee_47,HR,116762,6843,14088,2051,3260,90935,6538,4989,11272,3600,1884,8706,3628,27766,49918,High
EMP12596,Diya Singh,49,Employee_49,Marketing,95634,8505,11522,1286,512,72801,19721,3903,12640,4516,1887,7983,14095,42444,7828,Medium
EMP12597,Krishna Patel,42,Employee_42,Marketing,86924,9695,10592,2040,1413,63415,11284,7649,3193,3106,1207,16430,1120,26546,19117,High
EMP12598,Reyansh Mehta,37,Employee_38,Finance,74641,9344,8896,1852,2537,51537,9402,4298,12763,6726,1427,14510,1735,35191,99,Low
EMP12599,Vivaan Nair,18,Employee_18,Sales,70085,6375,8570,2378,3519,50821,12045,7238,7512,2014,2072,9225,1978,30737,8529,Medium
EMP12600,Deepak Pandey,45,Employee_45,HR,102758,6614,12422,1848,3620,77969,16011,4476,10008,5620,2304,15211,10029,38877,16014,High
EMP12601,Neha Nair,35,Employee_35,Tech,44441,2539,5463,2816,1682,31978,13686,3306,13608,4057,3351,6814,8168,38281,-19550,Low
EMP12602,Deepak Agarwal,30,Employee_30,HR,39382,2013,4705,2271,1325,29573,5979,7352,3213,5253,2087,6542,6769,24328,-7994,Low
EMP12603,Rohit Chaudhary,24,Employee_24,Tech,42440,6065,5002,2742,2445,26115,7599,6355,7861,4950,1923,14922,2079,28524,-19913,Low
EMP12604,Riya Das,42,Employee_42,Marketing,86932,9498,10449,2058,1491,64159,11359,7695,2994,2976,1202,16059,1082,26415,19077,High
EMP12605,Shaurya Iyer,30,Employee_30,HR,39291,1974,4753,2276,1273,30317,6031,7441,3579,5202,2113,6350,6585,24208,-8326,Low
EMP12606,Rohit Khan,15,Employee_14,Tech,96769,13644,11510,2776,2978,65790,18754,7102,10089,2619,1586,14284,13373,40435,-1953,Low
EMP12607,Rohit Saxena,6,Employee_6,Sales,38933,2185,4625,1467,2833,27082,6135,4911,14163,1838,2555,11577,8298,30083,-20869,Low
EMP12608,Manish Iyer,4,Employee_3,Sales,84495,6205,10162,2198,2782,64002,18211,2986,12287,2207,3857,15841,6623,39826,-85,Low
EMP12609,Myra Agarwal,15,Employee_16,Tech,62162,3495,7340,2806,1176,46333,6513,6945,13370,1567,4099,19440,13498,32507,-19382,Low
EMP12610,Aditya Iyer,7,Employee_7,Tech,51492,4265,6151,1415,2737,36510,16639,3552,9962,6255,1668,19318,13132,37501,-33877,Low
EMP12611,Rahul Agarwal,14,Employee_14,Tech,96456,13643,11585,2752,2988,65027,18873,7275,10237,2594,1640,14147,13620,40566,-1003,Low
EMP12612,Arjun Bansal,10,Employee_9,Tech,82444,6363,9972,1451,3044,61819,8533,7030,6333,6273,2861,6398,5101,31290,17544,High
EMP12613,Aarav Chaudhary,15,Employee_15,Sales,101743,14508,12226,2900,4828,66922,4981,7922,5236,5083,1102,5809,6857,24301,28449,High
EMP12614,Vivaan Kapoor,21,Employee_21,HR,83700,5904,9964,1198,4000,62345,10809,6513,6848,4785,4485,3593,12037,33417,14129,High
EMP12615,Reyansh Agarwal,35,Employee_35,Tech,43904,2464,5376,2791,1790,32578,14104,3303,13601,4056,3374,6912,8051,38355,-21953,Low
EMP12616,Anika Pandey,2,Employee_2,Marketing,86018,4505,10304,1204,2306,66535,8876,7159,9954,1281,3277,8882,12608,30578,15865,High
EMP12617,Vivaan Pandey,27,Employee_27,HR,50550,2675,6081,2003,1114,39003,18994,4483,843,5845,1259,9776,7628,31687,-10050,Low
EMP12618,Deepak Mehta,2,Employee_2,Marketing,84867,4647,10247,1197,2329,66245,8837,7188,9808,1205,3340,8396,12561,30340,15390,High
EMP12619,Amit Joshi,35,Employee_35,Tech,43818,2499,5388,2797,1670,32132,14030,3314,13712,4093,3392,6757,8079,38292,-19679,Low
EMP12620,Reyansh Kulkarni,18,Employee_18,Sales,71054,6453,8380,2340,3540,49772,12391,7305,7213,2060,2004,9572,2226,30876,8025,Medium
EMP12621,Ananya Sharma,14,Employee_14,Tech,96340,13602,11488,2797,2946,66283,18972,7152,10165,2647,1655,14288,13508,40155,-2034,Low
EMP12622,Pooja Verma,20,Employee_20,Finance,73133,4054,8930,1492,2819,56243,15757,7075,3753,5383,1554,17699,4941,33761,94,Low
EMP12623,Manish Gupta,18,Employee_18,Sales,70567,6410,8594,2352,3588,50064,12292,7245,7357,2004,1993,9296,2042,30733,8814,Medium
EMP12624,Myra Mishra,10,Employee_10,Tech,62064,7846,7560,2113,2629,43024,16990,7796,7102,5890,2594,13898,4610,40285,-17635,Low
EMP12625,Priya Agarwal,24,Employee_25,Tech,80757,4163,9628,1809,2662,62354,17617,6720,4404,4502,3772,17727,3440,37362,2300,Medium
EMP12626,Diya Das,2,Employee_2,Marketing,85356,4373,10306,1203,2304,66364,8769,7101,9791,1303,3353,8503,12733,30218,16103,High
EMP12627,Manish Das,26,Employee_25,Tech,80122,4041,9552,1815,2681,61479,17738,6778,4536,4500,3868,18070,3406,37685,2073,Medium
EMP12628,Neha Rana,34,Employee_33,Finance,109116,7617,13253,1702,2145,84815,16031,5133,8433,5005,1985,3716,2507,36443,41530,High
EMP12629,Diya Malhotra,35,Employee_36,Marketing,35518,2921,4292,2866,844,24872,19942,5937,3430,6446,2020,5343,6787,38112,-25725,Low
EMP12630,Sanjay Rana,32,Employee_31,Marketing,62238,5499,7448,1349,4124,43033,18587,7477,11696,3460,3456,19441,1145,44332,-21895,Low
EMP12631,Kavya Gupta,14,Employee_14,Tech,97022,13431,11495,2778,2981,64717,18824,7190,10032,2688,1571,14152,13476,40477,-2283,Low
EMP12632,Arjun Trivedi,1,Employee_1,Marketing,113943,7014,13593,2527,2763,87311,8970,4912,2421,1822,3778,19808,2326,21698,44294,High
EMP12633,Shaurya Pillai,46,Employee_46,Tech,68922,5476,8429,1907,3121,50588,12845,6608,7358,6562,1869,18770,8775,34804,-11330,Low
EMP12634,Priya Yadav,16,Employee_16,Tech,61302,3558,7281,2788,1126,46025,6432,6948,13803,1589,4079,19140,13655,32343,-18187,Low
EMP12635,Ananya Jain,47,Employee_46,Tech,69544,5674,8385,1912,3187,50851,12426,6623,7378,6484,1889,18560,8659,34957,-11225,Low
EMP12636,Kavya Patel,3,Employee_3,Sales,84004,6287,10161,2178,2770,62979,18442,3072,12289,2244,3894,15604,6465,39824,2795,Low
EMP12637,Reyansh Kapoor,34,Employee_35,Tech,44139,2473,5349,2825,1701,31760,13948,3275,13635,4013,3399,7114,7880,38287,-20090,Low
EMP12638,Vihaan Pillai,41,Employee_41,Sales,73536,10546,8741,1252,2606,50089,8014,7808,4163,1308,1465,16257,6612,22814,4039,Medium
EMP12639,Rahul Iyer,7,Employee_6,Sales,39399,1979,4574,1461,2857,28656,6415,4894,14253,1800,2592,11183,8422,29773,-22035,Low
EMP12640,Kavya Nair,25,Employee_25,Tech,80586,3956,9560,1808,2688,61052,17733,6755,4616,4441,3854,17915,3559,37377,1603,Medium
EMP12641,Amit Kapoor,13,Employee_13,Tech,66319,8271,7795,1674,1400,45738,9784,6534,2484,4676,1039,10859,9201,24714,1909,Low
EMP12642,Aditya Mehta,34,Employee_34,HR,65843,3637,7970,1675,1562,52759,15448,5147,2673,4652,3250,15978,10052,30972,-6159,Low
EMP12643,Aadhya Kapoor,8,Employee_8,Sales,52895,4864,6057,1563,2339,37703,16073,5744,13885,1371,1968,2885,14370,38764,-20015,Low
EMP12644,Anika Mishra,21,Employee_21,HR,83103,5534,9814,1218,4055,61938,11133,6532,6964,4741,4478,3970,12023,33223,13646,High
EMP12645,Aditya Kulkarni,34,Employee_34,HR,66105,3562,7898,1687,1600,51812,15458,5105,2498,4582,3246,15924,10348,31037,-5340,Low
EMP12646,Ishaan Patel,4,Employee_4,Sales,50657,3612,6201,2595,3290,34103,6795,3736,6322,1774,2514,13322,10834,20868,-9152,Low
EMP12647,Aadhya Jain,25,Employee_25,Tech,79468,3967,9446,1820,2773,61645,17673,6817,4677,4573,3843,17993,3604,37626,3141,Medium
EMP12648,Vivaan Khan,15,Employee_15,Sales,100759,14570,12024,2914,4828,65406,4903,7952,5508,5020,1022,5614,7074,24218,30166,High
EMP12649,Riya Trivedi,4,Employee_4,Sales,49960,3524,5981,2590,3187,35399,6457,3822,6335,1786,2449,13184,10950,20760,-10077,Low
EMP12650,Aditya Saxena,44,Employee_45,HR,101873,6393,12203,1868,3571,77434,16132,4444,10213,5639,2251,15301,10081,38418,15387,High
EMP12651,Manish Kulkarni,12,Employee_12,Marketing,80331,7178,9549,1950,4866,57650,9154,7469,14102,1086,3814,5727,12191,35538,3296,Medium
EMP12652,Aditya Chopra,31,Employee_32,Sales,69415,9855,8354,1211,1581,48220,9213,3888,14747,1864,4011,6849,5474,33929,1356,Low
EMP12653,Krishna Singh,31,Employee_32,Sales,68969,9869,8331,1236,1608,48459,9512,4004,14361,1954,4000,7309,5504,33969,2185,Low
EMP12654,Manish Verma,28,Employee_28,Sales,103632,7874,12551,2223,847,81483,15526,3607,6861,6288,3450,19229,6205,35434,20189,High
EMP12655,Myra Mishra,13,Employee_13,Tech,64804,8144,7814,1695,1449,46186,9803,6531,2538,4708,1024,10543,9336,24754,908,Low
EMP12656,Sanjay Mehta,31,Employee_31,Marketing,61341,5404,7519,1336,4166,42913,18683,7463,11436,3485,3530,19261,1003,44778,-21991,Low
EMP12657,Sanjay Chaudhary,15,Employee_14,Tech,96962,13650,11617,2795,2923,66283,18905,7182,9920,2615,1621,14129,13528,39886,-2593,Low
EMP12658,Aditya Das,20,Employee_20,Finance,72738,4315,8738,1518,2760,56062,16057,7034,3724,5376,1528,17228,4909,33321,1071,Low
EMP12659,Rohit Patel,18,Employee_18,Sales,71098,6418,8514,2382,3572,50351,12111,7247,7552,1949,2078,9261,2103,30974,7430,Medium
EMP12660,Diya Iyer,30,Employee_29,Sales,57505,6620,6738,1665,2448,39948,9437,6198,2033,6517,3618,11829,8491,27743,-9738,Low
EMP12661,Priya Nair,6,Employee_6,Sales,38235,2187,4627,1461,2922,27241,6298,4892,14094,1763,2564,11081,8426,29548,-21306,Low
EMP12662,Deepak Arora,32,Employee_32,Sales,68878,9844,8281,1191,1594,48205,9355,4050,14554,1918,4015,6779,5412,33795,1849,Low
EMP12663,Sara Rana,29,Employee_29,Sales,57370,6698,6715,1637,2474,39383,9454,6246,2170,6580,3636,11900,8557,27918,-9870,Low
EMP12664,Nikhil Jain,43,Employee_43,Sales,101041,12103,12135,2929,2140,71682,11178,6551,976,6375,4805,12677,11140,29917,17792,High
EMP12665,Sara Mishra,2,Employee_2,Marketing,85567,4607,10145,1170,2309,67169,8920,7093,10022,1263,3292,9057,12628,30054,14915,High
EMP12666,Myra Khan,23,Employee_23,HR,66223,6453,7913,2792,1139,48019,11957,7432,1554,1374,3643,19813,14673,26607,-12796,Low
EMP12667,Aarav Sethi,19,Employee_19,HR,32594,3659,4074,1456,2259,21861,5432,3525,11851,6181,1241,9284,2180,27693,-17900,Low
EMP12668,Karan Jain,31,Employee_31,Marketing,62034,5413,7451,1304,4101,44108,18433,7486,11688,3479,3493,19274,1180,44782,-21447,Low
EMP12669,Rohit Reddy,5,Employee_5,Tech,35696,4495,4307,2099,1521,24539,11359,3657,9081,3428,4405,14160,10498,31513,-33422,Low
EMP12670,Sneha Nair,19,Employee_19,HR,32531,3487,4029,1473,2287,20804,5133,3558,11749,6134,1197,9558,2061,27774,-16794,Low
EMP12671,Krishna Sethi,33,Employee_34,HR,66357,3762,7987,1657,1538,51585,15326,5280,2641,4679,3261,16264,10279,31140,-5794,Low
EMP12672,Nikhil Pillai,10,Employee_10,Tech,62262,7582,7393,2092,2611,41561,17262,7808,7101,5782,2735,14030,4391,40612,-16214,Low
EMP12673,Rohit Joshi,25,Employee_25,Tech,80310,4079,9486,1794,2658,62008,17836,6694,4590,4404,3866,17864,3357,37785,2739,Medium
EMP12674,Riya Nair,2,Employee_2,Marketing,83712,4402,10063,1190,2309,67508,8850,7174,10045,1145,3321,8569,12735,30273,15673,High
EMP12675,Shaurya Verma,10,Employee_11,HR,96099,9554,11568,2541,903,72023,19214,3946,2544,6082,1670,15576,10684,33196,12979,High
EMP12676,Kavya Chaudhary,50,Employee_50,Marketing,90187,5093,10789,1526,1507,71357,12481,4170,13169,4841,3733,19548,10429,38108,4717,Medium
EMP12677,Amit Arora,31,Employee_31,Marketing,61048,5558,7402,1327,4067,42922,18707,7454,11480,3380,3494,19257,1327,44234,-21251,Low
EMP12678,Manish Sethi,15,Employee_15,Sales,100398,14676,12274,2908,4872,66176,5039,7829,5181,4961,1047,5801,7041,24136,29336,High
EMP12679,Aadhya Joshi,9,Employee_9,Tech,81285,6424,9816,1439,3060,61801,8357,7108,6294,6211,2846,6657,5466,31422,18538,High
EMP12680,Anika Agarwal,23,Employee_23,HR,67536,6412,7963,2797,1120,47484,12200,7455,1493,1416,3662,19596,14605,26306,-12964,Low
EMP12681,Rohit Agarwal,19,Employee_19,HR,33168,3553,3846,1455,2227,21935,5248,3527,11470,6155,1268,9561,2138,27866,-17729,Low
EMP12682,Nikhil Singh,8,Employee_9,Tech,81828,6394,9878,1448,3141,60556,8392,7085,6476,6183,2867,6764,5324,31493,18364,High
EMP12683,Ananya Rana,35,Employee_35,Tech,46053,2514,5284,2801,1770,31350,13994,3311,13880,4032,3375,7072,8207,38484,-21397,Low
